     time             m1            m2            x1            y1            z1            x2            y2            z2           vx1           vy1           vz1           vx2           vy2           vz2    separation   semimajor_a  eccentricity    unbound_m          spin1         spin2       rstar95       rstar99        r_peri        v1_inf        v2_inf   orb._period
 0.12000D+03   1.718701       0.000000      0.113745E-01  0.110873E-01  0.528150E-01   0.00000       0.00000       0.00000      0.914430E-04  0.107844E-03  0.443314E-03   0.00000       0.00000       0.00000      0.551519E-01   0.00000      -1.00000      0.281400      0.110916E-03   0.00000       2.62323       12.2300       0.00000      0.465317E-03  0.465317E-03   0.00000    
 0.12200D+03   1.718702       0.000000      0.115566E-01  0.113036E-01  0.536965E-01   0.00000       0.00000       0.00000      0.913252E-04  0.107806E-03  0.443115E-03   0.00000       0.00000       0.00000      0.560771E-01   0.00000      -1.00000      0.281399      0.109097E-03   0.00000       2.62495       12.1905       0.00000      0.465095E-03  0.465095E-03   0.00000    
 0.12400D+03   1.718702       0.000000      0.117390E-01  0.115191E-01  0.545829E-01   0.00000       0.00000       0.00000      0.911056E-04  0.107646E-03  0.443144E-03   0.00000       0.00000       0.00000      0.570069E-01   0.00000      -1.00000      0.281399      0.105332E-03   0.00000       2.62585       12.1509       0.00000      0.465043E-03  0.465043E-03   0.00000    
 0.12600D+03   1.718701       0.000000      0.119205E-01  0.117342E-01  0.554672E-01   0.00000       0.00000       0.00000      0.909805E-04  0.107451E-03  0.443233E-03   0.00000       0.00000       0.00000      0.579345E-01   0.00000      -1.00000      0.281399      0.101567E-03   0.00000       2.62110       12.1259       0.00000      0.465057E-03  0.465057E-03   0.00000    
 0.12800D+03   1.718701       0.000000      0.121025E-01  0.119490E-01  0.563535E-01   0.00000       0.00000       0.00000      0.910856E-04  0.107423E-03  0.443116E-03   0.00000       0.00000       0.00000      0.588640E-01   0.00000      -1.00000      0.281399      0.988324E-04   0.00000       2.62524       11.9889       0.00000      0.464960E-03  0.464960E-03   0.00000    
 0.13000D+03   1.718701       0.000000      0.122849E-01  0.121640E-01  0.572402E-01   0.00000       0.00000       0.00000      0.912490E-04  0.107536E-03  0.442920E-03   0.00000       0.00000       0.00000      0.597940E-01   0.00000      -1.00000      0.281399      0.972813E-04   0.00000       2.62376       11.9246       0.00000      0.464832E-03  0.464832E-03   0.00000    
 0.13200D+03   1.718701       0.000000      0.124675E-01  0.123791E-01  0.581259E-01   0.00000       0.00000       0.00000      0.913680E-04  0.107532E-03  0.442824E-03   0.00000       0.00000       0.00000      0.607231E-01   0.00000      -1.00000      0.281399      0.960892E-04   0.00000       2.62150       11.9557       0.00000      0.464763E-03  0.464763E-03   0.00000    
 0.13400D+03   1.718701       0.000000      0.126502E-01  0.125941E-01  0.590114E-01   0.00000       0.00000       0.00000      0.913870E-04  0.107474E-03  0.442917E-03   0.00000       0.00000       0.00000      0.616522E-01   0.00000      -1.00000      0.281399      0.951924E-04   0.00000       2.61846       11.9589       0.00000      0.464842E-03  0.464842E-03   0.00000    
 0.13600D+03   1.718701       0.000000      0.128329E-01  0.128090E-01  0.598977E-01   0.00000       0.00000       0.00000      0.912787E-04  0.107324E-03  0.443179E-03   0.00000       0.00000       0.00000      0.625819E-01   0.00000      -1.00000      0.281399      0.955556E-04   0.00000       2.61978       11.8107       0.00000      0.465035E-03  0.465035E-03   0.00000    
 0.13800D+03   1.718700       0.000000      0.130101E-01  0.130279E-01  0.607936E-01   0.00000       0.00000       0.00000      0.909596E-04  0.107214E-03  0.443335E-03   0.00000       0.00000       0.00000      0.635205E-01   0.00000      -1.00000      0.281401      0.947672E-04   0.00000       2.62043       11.7390       0.00000      0.465097E-03  0.465097E-03   0.00000    
 0.14000D+03   1.718700       0.000000      0.131918E-01  0.132422E-01  0.616803E-01   0.00000       0.00000       0.00000      0.907308E-04  0.107194E-03  0.443434E-03   0.00000       0.00000       0.00000      0.644502E-01   0.00000      -1.00000      0.281401      0.945528E-04   0.00000       2.62044       11.6577       0.00000      0.465142E-03  0.465142E-03   0.00000    
 0.14200D+03   1.718700       0.000000      0.133732E-01  0.134568E-01  0.625671E-01   0.00000       0.00000       0.00000      0.906832E-04  0.107283E-03  0.443475E-03   0.00000       0.00000       0.00000      0.653802E-01   0.00000      -1.00000      0.281401      0.941456E-04   0.00000       2.61982       11.6404       0.00000      0.465192E-03  0.465192E-03   0.00000    
 0.14400D+03   1.718700       0.000000      0.135546E-01  0.136717E-01  0.634540E-01   0.00000       0.00000       0.00000      0.908317E-04  0.107542E-03  0.443394E-03   0.00000       0.00000       0.00000      0.663103E-01   0.00000      -1.00000      0.281401      0.950467E-04   0.00000       2.61325       11.5828       0.00000      0.465204E-03  0.465204E-03   0.00000    
 0.14600D+03   1.718700       0.000000      0.137364E-01  0.138870E-01  0.643407E-01   0.00000       0.00000       0.00000      0.909433E-04  0.107648E-03  0.443343E-03   0.00000       0.00000       0.00000      0.672404E-01   0.00000      -1.00000      0.281401      0.971178E-04   0.00000       2.61667       11.5912       0.00000      0.465200E-03  0.465200E-03   0.00000    
 0.14800D+03   1.718702       0.000000      0.139144E-01  0.141090E-01  0.652692E-01   0.00000       0.00000       0.00000      0.909711E-04  0.108073E-03  0.443471E-03   0.00000       0.00000       0.00000      0.682110E-01   0.00000      -1.00000      0.281399      0.984748E-04   0.00000       2.61416       11.5429       0.00000      0.465426E-03  0.465426E-03   0.00000    
